Imputation Method,Feature Selection,Logistic acc,Logistic rec,Logistic prec,Logistic f1,Random Forest acc,Random Forest rec,Random Forest prec,Random Forest f1,MLP acc,MLP rec,MLP prec,MLP f1,SVM acc,SVM rec,SVM prec,SVM f1,Gradient Boosting acc,Gradient Boosting rec,Gradient Boosting prec,Gradient Boosting f1
meanmode,SVD,0.857142857,0.905660377,0.755905512,0.824034335,0.909407666,0.839622642,0.908163265,0.87254902,0.928571429,0.853773585,0.947643979,0.898263027,0.933797909,0.867924528,0.948453608,0.906403941,0.904181185,0.816037736,0.915343915,0.862842893
meanmode,SVD,0.843205575,0.946666667,0.731958763,0.825581395,0.919860627,0.902222222,0.894273128,0.898230088,0.954703833,0.96,0.927038627,0.943231441,0.947735192,0.964444444,0.907949791,0.935344828,0.916376307,0.897777778,0.889867841,0.89380531
meanmode,SVD,0.834494774,0.90990991,0.729241877,0.809619238,0.898954704,0.846846847,0.886792453,0.866359447,0.928571429,0.941441441,0.88185654,0.910675381,0.940766551,0.936936937,0.912280702,0.924444444,0.916376307,0.878378378,0.902777778,0.890410959
meanmode,SVD,0.841463415,0.933333333,0.734265734,0.821917808,0.905923345,0.893333333,0.87012987,0.881578947,0.928571429,0.933333333,0.889830508,0.911062907,0.930313589,0.96,0.874493927,0.915254237,0.919860627,0.911111111,0.887445887,0.899122807
meanmode,SVD,0.839721254,0.936936937,0.727272727,0.818897638,0.919860627,0.914414414,0.882608696,0.898230088,0.93902439,0.914414414,0.926940639,0.920634921,0.933797909,0.914414414,0.914414414,0.914414414,0.905923345,0.882882883,0.875,0.878923767
meanmode,SVD,0.831010453,0.933649289,0.703571429,0.802443992,0.911149826,0.900473934,0.863636364,0.881670534,0.93728223,0.914691943,0.914691943,0.914691943,0.942508711,0.91943128,0.923809524,0.921615202,0.914634146,0.909952607,0.864864865,0.886836028
meanmode,SVD,0.855400697,0.922077922,0.76618705,0.836935167,0.912891986,0.878787879,0.902222222,0.890350877,0.93728223,0.952380952,0.897959184,0.924369748,0.93554007,0.978354978,0.875968992,0.924335378,0.926829268,0.917748918,0.90212766,0.909871245
meanmode,SVD,0.832752613,0.916666667,0.730769231,0.813229572,0.900696864,0.881578947,0.87012987,0.875816993,0.930313589,0.912280702,0.912280702,0.912280702,0.932055749,0.903508772,0.923766816,0.913525499,0.907665505,0.881578947,0.885462555,0.883516484
meanmode,SVD,0.864111498,0.924778761,0.774074074,0.842741935,0.905923345,0.85840708,0.898148148,0.877828054,0.919860627,0.924778761,0.878151261,0.900862069,0.919860627,0.876106195,0.916666667,0.895927602,0.921602787,0.889380531,0.909502262,0.899328859
meanmode,SVD,0.839721254,0.914893617,0.74912892,0.823754789,0.916376307,0.880851064,0.911894273,0.896103896,0.930313589,0.889361702,0.937219731,0.912663755,0.928571429,0.876595745,0.944954128,0.909492274,0.916376307,0.876595745,0.915555556,0.895652174
meanmode,SVD,0.851916376,0.915611814,0.769503546,0.836223507,0.907665505,0.839662447,0.929906542,0.88248337,0.930313589,0.869198312,0.958139535,0.911504425,0.930313589,0.873417722,0.953917051,0.911894273,0.905923345,0.835443038,0.929577465,0.88
meanmode,SVD,0.839721254,0.964467005,0.690909091,0.805084746,0.923344948,0.908629442,0.873170732,0.890547264,0.954703833,0.918781726,0.947643979,0.932989691,0.945993031,0.898477157,0.941489362,0.919480519,0.921602787,0.918781726,0.861904762,0.889434889
meanmode,SVD,0.850174216,0.9,0.766666667,0.828,0.902439024,0.830434783,0.918269231,0.872146119,0.923344948,0.882608696,0.922727273,0.902222222,0.932055749,0.904347826,0.924444444,0.914285714,0.905923345,0.839130435,0.919047619,0.877272727
meanmode,SVD,0.857142857,0.910638298,0.778181818,0.839215686,0.891986063,0.817021277,0.909952607,0.860986547,0.933797909,0.906382979,0.930131004,0.918103448,0.93554007,0.893617021,0.945945946,0.919037199,0.907665505,0.876595745,0.895652174,0.886021505
meanmode,SVD,0.850174216,0.936440678,0.756849315,0.837121212,0.902439024,0.894067797,0.871900826,0.882845188,0.918118467,0.953389831,0.862068966,0.905432596,0.912891986,0.961864407,0.847014925,0.900793651,0.898954704,0.877118644,0.877118644,0.877118644
knn,none,0.923344948,0.866359447,0.926108374,0.895238095,0.930313589,0.907834101,0.907834101,0.907834101,0.932055749,0.930875576,0.89380531,0.911963883,0.932055749,0.935483871,0.890350877,0.912359551,0.926829268,0.884792627,0.918660287,0.901408451
knn,none,0.921602787,0.91322314,0.902040816,0.907597536,0.926829268,0.888429752,0.934782609,0.911016949,0.925087108,0.921487603,0.902834008,0.91206544,0.928571429,0.917355372,0.913580247,0.915463918,0.925087108,0.888429752,0.930735931,0.909090909
knn,none,0.916376307,0.958139535,0.840816327,0.895652174,0.904181185,0.962790698,0.81496063,0.882729211,0.919860627,0.990697674,0.828793774,0.902542373,0.909407666,0.986046512,0.812260536,0.890756303,0.912891986,0.948837209,0.839506173,0.890829694
knn,none,0.93902439,0.914893617,0.934782609,0.924731183,0.93554007,0.940425532,0.905737705,0.922755741,0.93728223,0.927659574,0.919831224,0.923728814,0.93728223,0.889361702,0.9543379,0.920704846,0.928571429,0.936170213,0.894308943,0.914760915
knn,none,0.919860627,0.928229665,0.862222222,0.894009217,0.923344948,0.937799043,0.863436123,0.899082569,0.923344948,0.928229665,0.869955157,0.898148148,0.914634146,0.923444976,0.853982301,0.887356322,0.904181185,0.918660287,0.834782609,0.874715262
knn,none,0.940766551,0.947826087,0.908333333,0.927659574,0.945993031,0.917391304,0.946188341,0.931567329,0.93728223,0.926086957,0.918103448,0.922077922,0.93554007,0.882608696,0.953051643,0.916478555,0.93902439,0.886956522,0.957746479,0.920993228
knn,none,0.919860627,0.878640777,0.896039604,0.887254902,0.921602787,0.912621359,0.874418605,0.893111639,0.918118467,0.873786408,0.895522388,0.884520885,0.918118467,0.883495146,0.887804878,0.885644769,0.930313589,0.917475728,0.891509434,0.90430622
knn,none,0.919860627,0.863013699,0.92195122,0.891509434,0.921602787,0.899543379,0.895454545,0.897494305,0.921602787,0.849315068,0.939393939,0.892086331,0.932055749,0.894977169,0.924528302,0.909512761,0.916376307,0.931506849,0.860759494,0.894736842
knn,none,0.944250871,0.939814815,0.914414414,0.926940639,0.930313589,0.944444444,0.879310345,0.910714286,0.932055749,0.949074074,0.879828326,0.913140312,0.933797909,0.912037037,0.912037037,0.912037037,0.919860627,0.939814815,0.860169492,0.898230088
knn,none,0.921602787,0.911894273,0.892241379,0.901960784,0.914634146,0.938325991,0.858870968,0.896842105,0.921602787,0.889867841,0.90990991,0.899777283,0.923344948,0.876651982,0.925581395,0.900452489,0.916376307,0.911894273,0.880851064,0.896103896
knn,none,0.918118467,0.882845188,0.917391304,0.89978678,0.923344948,0.933054393,0.888446215,0.910204082,0.925087108,0.937238494,0.888888889,0.912423625,0.923344948,0.912133891,0.904564315,0.908333333,0.930313589,0.924686192,0.909465021,0.917012448
knn,none,0.926829268,0.861607143,0.946078431,0.901869159,0.933797909,0.919642857,0.911504425,0.915555556,0.93728223,0.933035714,0.908695652,0.920704846,0.93902439,0.941964286,0.905579399,0.923413567,0.93728223,0.901785714,0.935185185,0.918181818
knn,none,0.93554007,0.896226415,0.926829268,0.911270983,0.93554007,0.938679245,0.892376682,0.914942529,0.944250871,0.905660377,0.941176471,0.923076923,0.93728223,0.896226415,0.931372549,0.913461538,0.93728223,0.929245283,0.903669725,0.91627907
knn,none,0.912891986,0.942857143,0.838983051,0.887892377,0.900696864,0.923809524,0.825531915,0.871910112,0.916376307,0.923809524,0.85840708,0.889908257,0.919860627,0.928571429,0.862831858,0.894495413,0.918118467,0.919047619,0.865470852,0.891454965
knn,none,0.926829268,0.914027149,0.897777778,0.905829596,0.923344948,0.923076923,0.883116883,0.902654867,0.932055749,0.909502262,0.913636364,0.911564626,0.921602787,0.923076923,0.879310345,0.900662252,0.921602787,0.92760181,0.876068376,0.901098901
knn,none,0.93554007,0.905660377,0.918660287,0.912114014,0.928571429,0.872641509,0.929648241,0.900243309,0.93554007,0.919811321,0.906976744,0.913348946,0.923344948,0.867924528,0.92,0.893203883,0.923344948,0.877358491,0.911764706,0.894230769
knn,none,0.93554007,0.883928571,0.947368421,0.914549654,0.93554007,0.9375,0.901287554,0.919037199,0.940766551,0.883928571,0.961165049,0.920930233,0.93554007,0.883928571,0.947368421,0.914549654,0.933797909,0.9375,0.897435897,0.917030568
knn,none,0.93902439,0.904545455,0.9342723,0.919168591,0.944250871,0.922727273,0.931192661,0.926940639,0.93902439,0.904545455,0.9342723,0.919168591,0.93554007,0.904545455,0.925581395,0.914942529,0.930313589,0.913636364,0.905405405,0.909502262
knn,none,0.925087108,0.9030837,0.907079646,0.905077263,0.926829268,0.920704846,0.896995708,0.908695652,0.926829268,0.898678414,0.914798206,0.906666667,0.921602787,0.876651982,0.921296296,0.898419865,0.921602787,0.911894273,0.892241379,0.901960784
knn,none,0.923344948,0.886075949,0.925110132,0.905172414,0.928571429,0.886075949,0.9375,0.911062907,0.911149826,0.860759494,0.918918919,0.888888889,0.925087108,0.877637131,0.936936937,0.906318083,0.93728223,0.911392405,0.935064935,0.923076923
knn,SVD,0.848432056,0.912280702,0.756363636,0.827037773,0.900696864,0.890350877,0.863829787,0.876889849,0.926829268,0.903508772,0.911504425,0.907488987,0.930313589,0.916666667,0.908695652,0.912663755,0.893728223,0.894736842,0.846473029,0.869936034
knn,SVD,0.858885017,0.921658986,0.757575758,0.831600832,0.923344948,0.898617512,0.898617512,0.898617512,0.930313589,0.903225806,0.911627907,0.907407407,0.944250871,0.917050691,0.9342723,0.925581395,0.921602787,0.894009217,0.898148148,0.896073903
knn,SVD,0.855400697,0.89958159,0.784671533,0.838206628,0.890243902,0.824267782,0.903669725,0.86214442,0.930313589,0.916317992,0.916317992,0.916317992,0.919860627,0.89539749,0.910638298,0.902953586,0.888501742,0.857740586,0.872340426,0.864978903
knn,SVD,0.858885017,0.949308756,0.746376812,0.835699797,0.909407666,0.907834101,0.860262009,0.883408072,0.933797909,0.921658986,0.904977376,0.913242009,0.928571429,0.912442396,0.9,0.90617849,0.909407666,0.926267281,0.848101266,0.885462555
knn,SVD,0.848432056,0.928571429,0.745519713,0.827037773,0.893728223,0.90625,0.835390947,0.869379015,0.928571429,0.928571429,0.892703863,0.910284464,0.940766551,0.950892857,0.902542373,0.926086957,0.912891986,0.915178571,0.868644068,0.891304348
knn,SVD,0.860627178,0.927536232,0.747081712,0.827586207,0.904181185,0.884057971,0.855140187,0.86935867,0.93902439,0.922705314,0.90952381,0.916067146,0.944250871,0.922705314,0.922705314,0.922705314,0.898954704,0.869565217,0.853080569,0.861244019
knn,SVD,0.867595819,0.907079646,0.788461538,0.843621399,0.909407666,0.862831858,0.902777778,0.882352941,0.932055749,0.907079646,0.919282511,0.913140312,0.93902439,0.902654867,0.940092166,0.920993228,0.912891986,0.871681416,0.903669725,0.887387387
knn,SVD,0.855400697,0.921658986,0.751879699,0.82815735,0.898954704,0.861751152,0.869767442,0.865740741,0.923344948,0.930875576,0.874458874,0.901785714,0.928571429,0.940092166,0.879310345,0.908685969,0.905923345,0.880184332,0.872146119,0.876146789
knn,SVD,0.851916376,0.893162393,0.776951673,0.831013917,0.893728223,0.867521368,0.871244635,0.869379015,0.932055749,0.935897436,0.901234568,0.918238994,0.907665505,0.893162393,0.88185654,0.887473461,0.902439024,0.876068376,0.88362069,0.879828326
knn,SVD,0.851916376,0.90625,0.760299625,0.82688391,0.907665505,0.892857143,0.873362445,0.883002208,0.919860627,0.901785714,0.89380531,0.897777778,0.918118467,0.888392857,0.900452489,0.894382022,0.893728223,0.879464286,0.852813853,0.865934066
knn,SVD,0.844947735,0.88559322,0.771217712,0.824457594,0.8728223,0.826271186,0.859030837,0.842332613,0.916376307,0.881355932,0.912280702,0.896551724,0.911149826,0.881355932,0.9004329,0.890792291,0.891986063,0.851694915,0.881578947,0.86637931
knn,SVD,0.848432056,0.9218107,0.767123288,0.837383178,0.883275261,0.868312757,0.857723577,0.862985685,0.921602787,0.909465021,0.905737705,0.907597536,0.914634146,0.897119342,0.900826446,0.898969072,0.891986063,0.884773663,0.863453815,0.87398374
knn,SVD,0.858885017,0.917808219,0.761363636,0.832298137,0.909407666,0.899543379,0.86784141,0.883408072,0.932055749,0.917808219,0.905405405,0.911564626,0.949477352,0.926940639,0.939814815,0.933333333,0.902439024,0.894977169,0.855895197,0.875
knn,SVD,0.855400697,0.925764192,0.762589928,0.836291913,0.909407666,0.877729258,0.893333333,0.885462555,0.944250871,0.934497817,0.926406926,0.930434783,0.93554007,0.951965066,0.893442623,0.921775899,0.912891986,0.895196507,0.887445887,0.891304348
knn,SVD,0.871080139,0.907079646,0.794573643,0.847107438,0.905923345,0.867256637,0.890909091,0.878923767,0.928571429,0.889380531,0.926267281,0.90744921,0.926829268,0.867256637,0.942307692,0.903225806,0.914634146,0.853982301,0.923444976,0.887356322
knn,SVD,0.869337979,0.892376682,0.796,0.841437632,0.902439024,0.883408072,0.86784141,0.875555556,0.93554007,0.883408072,0.947115385,0.914153132,0.942508711,0.910313901,0.939814815,0.924829157,0.925087108,0.901345291,0.905405405,0.903370787
knn,SVD,0.820557491,0.915841584,0.682656827,0.782241015,0.881533101,0.920792079,0.781512605,0.845454545,0.925087108,0.920792079,0.873239437,0.896385542,0.928571429,0.900990099,0.896551724,0.898765432,0.885017422,0.915841584,0.790598291,0.848623853
knn,SVD,0.837979094,0.947115385,0.70609319,0.809034908,0.912891986,0.9375,0.840517241,0.886363636,0.933797909,0.956730769,0.872807018,0.912844037,0.933797909,0.951923077,0.876106195,0.912442396,0.907665505,0.942307692,0.827004219,0.880898876
knn,SVD,0.853658537,0.920833333,0.772727273,0.840304183,0.87804878,0.85,0.857142857,0.853556485,0.914634146,0.883333333,0.909871245,0.89640592,0.925087108,0.895833333,0.922746781,0.909090909,0.885017422,0.866666667,0.859504132,0.863070539
knn,SVD,0.869337979,0.912280702,0.790874525,0.847250509,0.925087108,0.864035088,0.942583732,0.901601831,0.933797909,0.868421053,0.961165049,0.912442396,0.932055749,0.859649123,0.965517241,0.909512761,0.914634146,0.859649123,0.920187793,0.888888889
