Imputation Method,Feature Selection,Logistic acc,Logistic rec,Logistic prec,Logistic f1,Random Forest acc,Random Forest rec,Random Forest prec,Random Forest f1,Knn acc,Knn rec,Knn prec,Knn f1,MLP acc,MLP rec,MLP prec,MLP f1,SVM acc,SVM rec,SVM prec,SVM f1,AdaBoost acc,AdaBoost rec,AdaBoost prec,AdaBoost f1,Gradient Boosting acc,Gradient Boosting rec,Gradient Boosting prec,Gradient Boosting f1,Linear SVM acc,Linear SVM rec,Linear SVM prec,Linear SVM f1,Decision Tree acc,Decision Tree rec,Decision Tree prec,Decision Tree f1
meanmode,AffinityPropagation,0.905923345,0.930555556,0.8375,0.881578947,0.893728223,0.948837209,0.803149606,0.869936034,0.858885017,0.824074074,0.805429864,0.814645309,0.905923345,0.953703704,0.824,0.884120172,0.905923345,0.925925926,0.840336134,0.881057269,0.881533101,0.861111111,0.830357143,0.845454545,0.881533101,0.949074074,0.782442748,0.857740586,0.897212544,0.935185185,0.817813765,0.872570194,0.818815331,0.861111111,0.715384615,0.781512605
meanmode,AffinityPropagation,0.902439024,0.87037037,0.87037037,0.87037037,0.893728223,0.861111111,0.857142857,0.859122402,0.850174216,0.768518519,0.821782178,0.794258373,0.909407666,0.893518519,0.869369369,0.881278539,0.87456446,0.875,0.807692308,0.84,0.8728223,0.865740741,0.80952381,0.836689038,0.888501742,0.902777778,0.819327731,0.859030837,0.898954704,0.856481481,0.872641509,0.864485981,0.848432056,0.796296296,0.8,0.798143852
meanmode,SVD,0.848432056,0.909090909,0.771929825,0.834914611,0.909407666,0.876190476,0.876190476,0.876190476,0.914634146,0.871900826,0.92139738,0.89596603,0.944250871,0.929752066,0.9375,0.933609959,0.93902439,0.921487603,0.933054393,0.927234927,0.902439024,0.884297521,0.884297521,0.884297521,0.914634146,0.871900826,0.92139738,0.89596603,0.93728223,0.929752066,0.922131148,0.925925926,0.792682927,0.698347107,0.786046512,0.739606127
meanmode,SVD,0.81358885,0.896103896,0.713793103,0.79462572,0.914634146,0.869747899,0.92,0.894168467,0.898954704,0.83982684,0.902325581,0.869955157,0.925087108,0.874458874,0.935185185,0.903803132,0.921602787,0.848484848,0.951456311,0.897025172,0.87456446,0.896103896,0.811764706,0.851851852,0.909407666,0.874458874,0.897777778,0.885964912,0.916376307,0.848484848,0.937799043,0.890909091,0.864111498,0.813852814,0.843049327,0.828193833
meanmode,SVD,0.857142857,0.888888889,0.79704797,0.840466926,0.916376307,0.893617021,0.901287554,0.897435897,0.885017422,0.781893004,0.935960591,0.852017937,0.919860627,0.847736626,0.958139535,0.899563319,0.925087108,0.851851852,0.96728972,0.905908096,0.893728223,0.83127572,0.90990991,0.868817204,0.911149826,0.847736626,0.936363636,0.889848812,0.930313589,0.868312757,0.96347032,0.913419913,0.848432056,0.769547325,0.857798165,0.811279826
meanmode,SVD,0.834494774,0.93697479,0.735973597,0.824399261,0.942508711,0.931623932,0.927659574,0.929637527,0.886759582,0.865546218,0.861924686,0.863731656,0.952961672,0.957983193,0.930612245,0.944099379,0.951219512,0.957983193,0.926829268,0.94214876,0.907665505,0.882352941,0.893617021,0.88794926,0.933797909,0.932773109,0.909836066,0.921161826,0.954703833,0.949579832,0.941666667,0.945606695,0.843205575,0.831932773,0.798387097,0.814814815
meanmode,SVD,0.864111498,0.92920354,0.772058824,0.843373494,0.902439024,0.879828326,0.879828326,0.879828326,0.907665505,0.862831858,0.898617512,0.880361174,0.956445993,0.951327434,0.938864629,0.945054945,0.958188153,0.973451327,0.924369748,0.948275862,0.93554007,0.920353982,0.916299559,0.918322296,0.923344948,0.889380531,0.913636364,0.901345291,0.949477352,0.955752212,0.919148936,0.937093275,0.862369338,0.805309735,0.838709677,0.821670429
meanmode,SVD,0.818815331,0.935185185,0.691780822,0.795275591,0.905923345,0.877828054,0.877828054,0.877828054,0.904181185,0.856481481,0.885167464,0.870588235,0.93554007,0.925925926,0.904977376,0.915331808,0.928571429,0.930555556,0.885462555,0.90744921,0.928571429,0.916666667,0.895927602,0.90617849,0.925087108,0.898148148,0.902325581,0.900232019,0.921602787,0.916666667,0.88,0.897959184,0.867595819,0.861111111,0.801724138,0.830357143
meanmode,SVD,0.848432056,0.918181818,0.745387454,0.822810591,0.918118467,0.897321429,0.893333333,0.89532294,0.902439024,0.859090909,0.88317757,0.870967742,0.944250871,0.936363636,0.919642857,0.927927928,0.951219512,0.931818182,0.940366972,0.936073059,0.907665505,0.831818182,0.91959799,0.873508353,0.921602787,0.881818182,0.910798122,0.896073903,0.940766551,0.936363636,0.911504425,0.923766816,0.803135889,0.731818182,0.748837209,0.740229885
meanmode,SVD,0.831010453,0.919491525,0.73559322,0.8173258,0.902439024,0.837606838,0.91588785,0.875,0.900696864,0.834745763,0.91627907,0.873614191,0.921602787,0.894067797,0.913419913,0.903640257,0.907665505,0.889830508,0.886075949,0.88794926,0.886759582,0.872881356,0.854771784,0.863731656,0.900696864,0.877118644,0.880851064,0.878980892,0.914634146,0.911016949,0.884773663,0.897703549,0.890243902,0.889830508,0.850202429,0.869565217
meanmode,SVD,0.853658537,0.933609959,0.767918089,0.842696629,0.909407666,0.871681416,0.895454545,0.883408072,0.926829268,0.87966805,0.942222222,0.909871245,0.930313589,0.912863071,0.920502092,0.916666667,0.928571429,0.908713693,0.920168067,0.91440501,0.909407666,0.921161826,0.870588235,0.89516129,0.916376307,0.900414938,0.900414938,0.900414938,0.918118467,0.883817427,0.918103448,0.900634249,0.867595819,0.858921162,0.831325301,0.844897959
meanmode,SVD,0.831010453,0.942477876,0.717171717,0.814531549,0.897212544,0.8625,0.888412017,0.875264271,0.891986063,0.845132743,0.876146789,0.86036036,0.932055749,0.880530973,0.943127962,0.910755149,0.93902439,0.898230088,0.944186047,0.920634921,0.919860627,0.889380531,0.905405405,0.897321429,0.916376307,0.907079646,0.88362069,0.895196507,0.93554007,0.902654867,0.931506849,0.916853933,0.832752613,0.831858407,0.764227642,0.796610169
meanmode,SVD,0.827526132,0.916299559,0.722222222,0.80776699,0.914634146,0.859728507,0.913461538,0.885780886,0.883275261,0.814977974,0.880952381,0.846681922,0.928571429,0.911894273,0.907894737,0.90989011,0.926829268,0.889867841,0.922374429,0.905829596,0.909407666,0.863436123,0.903225806,0.882882883,0.897212544,0.859030837,0.878378378,0.868596882,0.928571429,0.9030837,0.915178571,0.909090909,0.885017422,0.876651982,0.839662447,0.857758621
meanmode,SVD,0.801393728,0.912037037,0.674657534,0.775590551,0.933797909,0.928870293,0.913580247,0.921161826,0.902439024,0.847222222,0.888349515,0.867298578,0.916376307,0.87962963,0.896226415,0.887850467,0.921602787,0.884259259,0.90521327,0.894613583,0.891986063,0.837962963,0.870192308,0.853773585,0.891986063,0.865740741,0.85,0.857798165,0.916376307,0.875,0.9,0.887323944,0.81358885,0.814814815,0.724279835,0.766884532
meanmode,SVD,0.834494774,0.943925234,0.70877193,0.809619238,0.909407666,0.831858407,0.930693069,0.878504673,0.909407666,0.869158879,0.885714286,0.877358491,0.93554007,0.897196262,0.927536232,0.912114014,0.93554007,0.901869159,0.923444976,0.912529551,0.891986063,0.76635514,0.931818182,0.841025641,0.916376307,0.887850467,0.887850467,0.887850467,0.93554007,0.901869159,0.923444976,0.912529551,0.857142857,0.789719626,0.82038835,0.804761905
meanmode,SVD,0.81184669,0.942307692,0.671232877,0.784,0.897212544,0.889361702,0.863636364,0.876310273,0.909407666,0.870192308,0.878640777,0.874396135,0.923344948,0.899038462,0.89047619,0.894736842,0.928571429,0.923076923,0.884792627,0.903529412,0.891986063,0.942307692,0.796747967,0.863436123,0.895470383,0.879807692,0.839449541,0.85915493,0.923344948,0.908653846,0.88317757,0.895734597,0.841463415,0.831730769,0.755458515,0.791762014
meanmode,SVD,0.837979094,0.901345291,0.738970588,0.812121212,0.902439024,0.901408451,0.845814978,0.872727273,0.885017422,0.838565022,0.861751152,0.85,0.925087108,0.883408072,0.920560748,0.901601831,0.925087108,0.865470852,0.936893204,0.8997669,0.905923345,0.834080717,0.916256158,0.873239437,0.905923345,0.834080717,0.916256158,0.873239437,0.925087108,0.865470852,0.936893204,0.8997669,0.864111498,0.766816143,0.868020305,0.814285714
meanmode,SVD,0.792682927,0.884792627,0.671328671,0.763419483,0.921602787,0.880733945,0.909952607,0.895104895,0.900696864,0.824884793,0.904040404,0.862650602,0.945993031,0.907834101,0.947115385,0.927058824,0.940766551,0.898617512,0.942028986,0.919811321,0.898954704,0.801843318,0.920634921,0.857142857,0.902439024,0.857142857,0.881516588,0.869158879,0.93902439,0.889400922,0.946078431,0.916864608,0.843205575,0.829493088,0.772532189,0.8
meanmode,SVD,0.844947735,0.912663755,0.751798561,0.824457594,0.909407666,0.882845188,0.89787234,0.890295359,0.888501742,0.851528384,0.866666667,0.859030837,0.93728223,0.925764192,0.917748918,0.92173913,0.930313589,0.934497817,0.89539749,0.914529915,0.914634146,0.895196507,0.891304348,0.893246187,0.912891986,0.890829694,0.890829694,0.890829694,0.857142857,0.965065502,0.749152542,0.84351145,0.864111498,0.851528384,0.815899582,0.833333333
meanmode,SVD,0.820557491,0.953051643,0.685810811,0.797642436,0.902439024,0.87745098,0.852380952,0.8647343,0.914634146,0.887323944,0.88317757,0.885245902,0.93554007,0.953051643,0.882608696,0.916478555,0.933797909,0.938967136,0.888888889,0.913242009,0.886759582,0.915492958,0.805785124,0.857142857,0.911149826,0.924882629,0.849137931,0.885393258,0.93728223,0.953051643,0.886462882,0.918552036,0.853658537,0.868544601,0.767634855,0.814977974
meanmode,SVD,0.825783972,0.882882883,0.725925926,0.796747967,0.925087108,0.896995708,0.916666667,0.906724512,0.919860627,0.855855856,0.931372549,0.892018779,0.932055749,0.900900901,0.921658986,0.911161731,0.93554007,0.891891892,0.938388626,0.914549654,0.890243902,0.851351351,0.863013699,0.857142857,0.900696864,0.869369369,0.873303167,0.871331828,0.932055749,0.905405405,0.917808219,0.911564626,0.857142857,0.833333333,0.804347826,0.818584071
meanmode,SVD,0.804878049,0.882352941,0.693950178,0.77689243,0.918118467,0.927966102,0.879518072,0.903092784,0.909407666,0.850678733,0.90821256,0.878504673,0.930313589,0.886877828,0.928909953,0.907407407,0.918118467,0.864253394,0.918269231,0.89044289,0.87804878,0.85520362,0.832599119,0.84375,0.911149826,0.873303167,0.893518519,0.883295195,0.919860627,0.868778281,0.918660287,0.893023256,0.839721254,0.823529412,0.774468085,0.798245614
meanmode,SVD,0.841463415,0.939814815,0.722419929,0.816901408,0.925087108,0.895196507,0.915178571,0.905077263,0.897212544,0.828703704,0.890547264,0.858513189,0.926829268,0.87962963,0.922330097,0.900473934,0.923344948,0.861111111,0.93,0.894230769,0.911149826,0.875,0.887323944,0.881118881,0.900696864,0.856481481,0.876777251,0.866510539,0.916376307,0.861111111,0.911764706,0.885714286,0.8728223,0.851851852,0.817777778,0.83446712
meanmode,SVD,0.843205575,0.934782609,0.74137931,0.826923077,0.900696864,0.904761905,0.856557377,0.88,0.923344948,0.860869565,0.942857143,0.9,0.93902439,0.934782609,0.914893617,0.924731183,0.933797909,0.92173913,0.913793103,0.917748918,0.909407666,0.904347826,0.87394958,0.888888889,0.921602787,0.92173913,0.887029289,0.904051173,0.93554007,0.952173913,0.893877551,0.922105263,0.860627178,0.865217391,0.802419355,0.832635983
meanmode,SVD,0.825783972,0.91627907,0.70609319,0.79757085,0.923344948,0.865384615,0.918367347,0.891089109,0.897212544,0.879069767,0.851351351,0.864988558,0.926829268,0.930232558,0.881057269,0.904977376,0.933797909,0.930232558,0.896860987,0.913242009,0.904181185,0.888372093,0.86036036,0.874141876,0.900696864,0.897674419,0.846491228,0.871331828,0.93554007,0.934883721,0.897321429,0.91571754,0.857142857,0.855813953,0.782978723,0.817777778
meanmode,SVD,0.824041812,0.919282511,0.711805556,0.802348337,0.905923345,0.839449541,0.905940594,0.871428571,0.900696864,0.860986547,0.880733945,0.870748299,0.93728223,0.928251121,0.911894273,0.92,0.933797909,0.914798206,0.914798206,0.914798206,0.893728223,0.910313901,0.831967213,0.869379015,0.914634146,0.892376682,0.888392857,0.890380313,0.930313589,0.914798206,0.906666667,0.910714286,0.871080139,0.843049327,0.828193833,0.835555556
meanmode,SVD,0.822299652,0.943589744,0.669090909,0.782978723,0.905923345,0.86784141,0.891402715,0.879464286,0.918118467,0.912820513,0.855769231,0.88337469,0.940766551,0.984615385,0.860986547,0.918660287,0.945993031,0.974358974,0.87962963,0.924574209,0.918118467,0.892307692,0.87,0.881012658,0.914634146,0.933333333,0.834862385,0.881355932,0.93728223,0.953846154,0.873239437,0.911764706,0.851916376,0.882051282,0.735042735,0.801864802
meanmode,SVD,0.843205575,0.933920705,0.738675958,0.824902724,0.907665505,0.866972477,0.887323944,0.877030162,0.898954704,0.837004405,0.900473934,0.867579909,0.932055749,0.889867841,0.935185185,0.911963883,0.93902439,0.894273128,0.948598131,0.920634921,0.909407666,0.911894273,0.866108787,0.888412017,0.921602787,0.911894273,0.892241379,0.901960784,0.932055749,0.86784141,0.95631068,0.909930716,0.87804878,0.792951542,0.886699507,0.837209302
meanmode,SVD,0.851916376,0.92139738,0.758992806,0.83234714,0.911149826,0.877272727,0.889400922,0.883295195,0.895470383,0.825327511,0.90430622,0.863013699,0.921602787,0.88209607,0.918181818,0.899777283,0.928571429,0.895196507,0.923423423,0.909090909,0.912891986,0.903930131,0.880851064,0.892241379,0.928571429,0.903930131,0.915929204,0.90989011,0.916376307,0.868995633,0.917050691,0.892376682,0.850174216,0.80349345,0.817777778,0.810572687
meanmode,SVD,0.808362369,0.890909091,0.695035461,0.780876494,0.904181185,0.866666667,0.870813397,0.868735084,0.898954704,0.904545455,0.843220339,0.872807018,0.919860627,0.918181818,0.87826087,0.897777778,0.921602787,0.895454545,0.899543379,0.897494305,0.881533101,0.85,0.842342342,0.846153846,0.893728223,0.890909091,0.841201717,0.865342163,0.914634146,0.9,0.88,0.88988764,0.869337979,0.85,0.816593886,0.832962138
meanmode,SVD,0.839721254,0.923076923,0.731182796,0.816,0.925087108,0.906103286,0.893518519,0.8997669,0.902439024,0.832579186,0.906403941,0.867924528,0.932055749,0.963800905,0.87295082,0.916129032,0.93728223,0.918552036,0.918552036,0.918552036,0.911149826,0.923076923,0.857142857,0.888888889,0.921602787,0.904977376,0.892857143,0.898876404,0.93728223,0.918552036,0.918552036,0.918552036,0.858885017,0.819004525,0.815315315,0.817155756
meanmode,SVD,0.837979094,0.891891892,0.741573034,0.809815951,0.909407666,0.887931034,0.887931034,0.887931034,0.904181185,0.815315315,0.928205128,0.868105516,0.914634146,0.878378378,0.898617512,0.888382688,0.921602787,0.90990991,0.889867841,0.899777283,0.897212544,0.864864865,0.868778281,0.866817156,0.902439024,0.837837838,0.902912621,0.869158879,0.916376307,0.896396396,0.888392857,0.892376682,0.864111498,0.783783784,0.852941176,0.816901408
knn,none,0.914634146,0.841409692,0.93627451,0.886310905,0.93554007,0.929515419,0.909482759,0.919389978,0.898954704,0.823788546,0.912195122,0.865740741,0.919860627,0.841409692,0.950248756,0.892523364,0.904181185,0.788546256,0.962365591,0.866828087,0.886759582,0.77092511,0.930851064,0.843373494,0.926829268,0.920704846,0.896995708,0.908695652,0.902439024,0.797356828,0.947643979,0.866028708,0.853658537,0.845814978,0.796680498,0.820512821
knn,none,0.919860627,0.892857143,0.900900901,0.896860987,0.921602787,0.919642857,0.884120172,0.901531729,0.907665505,0.848214286,0.909090909,0.877598152,0.923344948,0.888392857,0.912844037,0.900452489,0.916376307,0.883928571,0.9,0.891891892,0.921602787,0.879464286,0.91627907,0.897494305,0.895470383,0.9375,0.8203125,0.875,0.918118467,0.892857143,0.896860987,0.894854586,0.911149826,0.901785714,0.874458874,0.887912088
knn,none,0.93554007,0.920930233,0.908256881,0.914549654,0.93902439,0.944186047,0.898230088,0.920634921,0.909407666,0.83255814,0.917948718,0.873170732,0.933797909,0.91627907,0.907834101,0.912037037,0.923344948,0.91627907,0.883408072,0.899543379,0.925087108,0.879069767,0.917475728,0.897862233,0.932055749,0.930232558,0.892857143,0.911161731,0.925087108,0.920930233,0.883928571,0.902050114,0.879790941,0.846511628,0.834862385,0.840646651
knn,none,0.959930314,0.966824645,0.927272727,0.946635731,0.947735192,0.962085308,0.902222222,0.931192661,0.932055749,0.890995261,0.921568627,0.906024096,0.959930314,0.966824645,0.927272727,0.946635731,0.954703833,0.947867299,0.930232558,0.938967136,0.928571429,0.957345972,0.863247863,0.907865169,0.944250871,0.981042654,0.880851064,0.928251121,0.940766551,0.962085308,0.886462882,0.922727273,0.885017422,0.957345972,0.77992278,0.859574468
knn,none,0.93728223,0.895927602,0.938388626,0.916666667,0.932055749,0.936651584,0.892241379,0.913907285,0.919860627,0.85520362,0.931034483,0.891509434,0.93902439,0.900452489,0.938679245,0.919168591,0.926829268,0.864253394,0.9408867,0.900943396,0.905923345,0.864253394,0.888372093,0.876146789,0.919860627,0.909502262,0.885462555,0.897321429,0.932055749,0.904977376,0.917431193,0.911161731,0.862369338,0.846153846,0.806034483,0.825607064
knn,none,0.940766551,0.960352423,0.897119342,0.927659574,0.930313589,0.929515419,0.89787234,0.913419913,0.902439024,0.837004405,0.909090909,0.871559633,0.93902439,0.960352423,0.893442623,0.925690021,0.940766551,0.925110132,0.925110132,0.925110132,0.911149826,0.911894273,0.869747899,0.890322581,0.925087108,0.920704846,0.893162393,0.906724512,0.902439024,0.788546256,0.957219251,0.8647343,0.904181185,0.920704846,0.849593496,0.88372093
knn,none,0.93902439,0.931914894,0.920168067,0.926004228,0.942508711,0.965957447,0.900793651,0.932238193,0.87630662,0.821276596,0.869369369,0.84463895,0.933797909,0.927659574,0.912133891,0.919831224,0.926829268,0.910638298,0.910638298,0.910638298,0.900696864,0.825531915,0.923809524,0.871910112,0.93554007,0.940425532,0.905737705,0.922755741,0.902439024,0.910638298,0.859437751,0.884297521,0.825783972,0.710638298,0.83919598,0.769585253
knn,none,0.930313589,0.870967742,0.940298507,0.90430622,0.93902439,0.917050691,0.921296296,0.919168591,0.897212544,0.815668203,0.903061224,0.857142857,0.928571429,0.912442396,0.9,0.90617849,0.93554007,0.921658986,0.909090909,0.915331808,0.930313589,0.894009217,0.91943128,0.906542056,0.940766551,0.917050691,0.925581395,0.921296296,0.900696864,0.921658986,0.833333333,0.875273523,0.914634146,0.912442396,0.868421053,0.88988764
knn,none,0.93728223,0.899543379,0.933649289,0.91627907,0.930313589,0.908675799,0.908675799,0.908675799,0.905923345,0.863013699,0.887323944,0.875,0.940766551,0.913242009,0.930232558,0.921658986,0.940766551,0.894977169,0.946859903,0.920187793,0.914634146,0.926940639,0.860169492,0.892307692,0.911149826,0.894977169,0.875,0.884875847,0.907665505,0.908675799,0.857758621,0.88248337,0.890243902,0.844748858,0.864485981,0.854503464
knn,none,0.930313589,0.886956522,0.935779817,0.910714286,0.93728223,0.92173913,0.92173913,0.92173913,0.916376307,0.860869565,0.925233645,0.891891892,0.945993031,0.926086957,0.938325991,0.932166302,0.930313589,0.87826087,0.943925234,0.90990991,0.912891986,0.882608696,0.898230088,0.890350877,0.926829268,0.917391304,0.901709402,0.909482759,0.932055749,0.87826087,0.948356808,0.911963883,0.871080139,0.860869565,0.825,0.842553191
knn,none,0.93902439,0.955357143,0.89539749,0.924406048,0.912891986,0.915178571,0.868644068,0.891304348,0.905923345,0.879464286,0.879464286,0.879464286,0.933797909,0.919642857,0.911504425,0.915555556,0.932055749,0.888392857,0.9342723,0.910755149,0.918118467,0.879464286,0.907834101,0.893424036,0.926829268,0.919642857,0.895652174,0.907488987,0.926829268,0.90625,0.90625,0.90625,0.865853659,0.897321429,0.788235294,0.839248434
knn,none,0.911149826,0.944444444,0.839506173,0.888888889,0.907665505,0.935185185,0.838174274,0.884026258,0.904181185,0.888888889,0.860986547,0.874715262,0.911149826,0.949074074,0.836734694,0.889370933,0.914634146,0.953703704,0.840816327,0.893709328,0.891986063,0.902777778,0.826271186,0.862831858,0.902439024,0.921296296,0.836134454,0.876651982,0.8728223,0.958333333,0.763837638,0.850102669,0.827526132,0.912037037,0.711191336,0.799188641
knn,none,0.93902439,0.890909091,0.946859903,0.918032787,0.940766551,0.927272727,0.918918919,0.923076923,0.907665505,0.854545455,0.899521531,0.876456876,0.93728223,0.895454545,0.938095238,0.91627907,0.940766551,0.890909091,0.951456311,0.920187793,0.912891986,0.863636364,0.904761905,0.88372093,0.951219512,0.940909091,0.932432432,0.936651584,0.930313589,0.918181818,0.901785714,0.90990991,0.897212544,0.863636364,0.867579909,0.865603645
knn,none,0.919860627,0.949308756,0.854771784,0.899563319,0.914634146,0.940092166,0.85,0.892778993,0.912891986,0.870967742,0.895734597,0.88317757,0.911149826,0.917050691,0.857758621,0.886414254,0.912891986,0.917050691,0.861471861,0.888392857,0.897212544,0.907834101,0.834745763,0.869757174,0.914634146,0.949308756,0.844262295,0.893709328,0.829268293,0.889400922,0.722846442,0.797520661,0.808362369,0.668202765,0.792349727,0.725
knn,none,0.930313589,0.903225806,0.911627907,0.907407407,0.926829268,0.940092166,0.875536481,0.906666667,0.907665505,0.884792627,0.872727273,0.878718535,0.919860627,0.940092166,0.860759494,0.898678414,0.93554007,0.940092166,0.894736842,0.916853933,0.921602787,0.944700461,0.861344538,0.901098901,0.921602787,0.935483871,0.867521368,0.900221729,0.921602787,0.921658986,0.877192982,0.898876404,0.87804878,0.884792627,0.810126582,0.845814978
knn,none,0.918118467,0.847161572,0.941747573,0.891954023,0.926829268,0.92139738,0.89787234,0.909482759,0.907665505,0.855895197,0.907407407,0.880898876,0.926829268,0.877729258,0.934883721,0.905405405,0.911149826,0.820960699,0.949494949,0.880562061,0.916376307,0.912663755,0.88185654,0.896995708,0.902439024,0.943231441,0.833976834,0.885245902,0.914634146,0.847161572,0.932692308,0.887871854,0.808362369,0.829694323,0.727969349,0.775510204
knn,none,0.919860627,0.889380531,0.905405405,0.897321429,0.916376307,0.915929204,0.877118644,0.896103896,0.881533101,0.814159292,0.876190476,0.844036697,0.921602787,0.889380531,0.909502262,0.899328859,0.907665505,0.89380531,0.874458874,0.884026258,0.891986063,0.862831858,0.862831858,0.862831858,0.923344948,0.902654867,0.902654867,0.902654867,0.825783972,0.96460177,0.703225806,0.813432836,0.858885017,0.805309735,0.831050228,0.817977528
knn,none,0.930313589,0.939534884,0.88209607,0.90990991,0.912891986,0.939534884,0.845188285,0.889867841,0.918118467,0.911627907,0.875,0.892938497,0.933797909,0.962790698,0.873417722,0.915929204,0.940766551,0.953488372,0.895196507,0.923423423,0.900696864,0.930232558,0.826446281,0.875273523,0.914634146,0.925581395,0.857758621,0.890380313,0.923344948,0.930232558,0.873362445,0.900900901,0.862369338,0.860465116,0.790598291,0.824053452
knn,none,0.914634146,0.828947368,0.949748744,0.885245902,0.923344948,0.881578947,0.922018349,0.901345291,0.919860627,0.855263158,0.9375,0.894495413,0.930313589,0.885964912,0.935185185,0.90990991,0.926829268,0.864035088,0.947115385,0.903669725,0.904181185,0.811403509,0.939086294,0.870588235,0.921602787,0.855263158,0.942028986,0.896551724,0.879790941,0.723684211,0.964912281,0.827067669,0.879790941,0.802631579,0.884057971,0.84137931
knn,none,0.912891986,0.867924528,0.893203883,0.880382775,0.914634146,0.919811321,0.859030837,0.888382688,0.891986063,0.853773585,0.853773585,0.853773585,0.923344948,0.886792453,0.903846154,0.895238095,0.923344948,0.872641509,0.915841584,0.893719807,0.902439024,0.872641509,0.864485981,0.868544601,0.904181185,0.886792453,0.858447489,0.872389791,0.87630662,0.735849057,0.912280702,0.81462141,0.865853659,0.891509434,0.777777778,0.830769231
knn,none,0.918118467,0.853556485,0.944444444,0.896703297,0.93728223,0.907949791,0.939393939,0.923404255,0.898954704,0.824267782,0.924882629,0.871681416,0.933797909,0.89958159,0.938864629,0.918803419,0.928571429,0.870292887,0.95412844,0.910284464,0.928571429,0.887029289,0.938053097,0.911827957,0.93554007,0.891213389,0.950892857,0.920086393,0.909407666,0.80334728,0.974619289,0.880733945,0.869337979,0.778242678,0.894230769,0.832214765
knn,none,0.93902439,0.939534884,0.901785714,0.920273349,0.925087108,0.91627907,0.887387387,0.901601831,0.900696864,0.869767442,0.865740741,0.86774942,0.928571429,0.934883721,0.881578947,0.90744921,0.932055749,0.920930233,0.9,0.910344828,0.907665505,0.897674419,0.861607143,0.879271071,0.926829268,0.902325581,0.902325581,0.902325581,0.930313589,0.953488372,0.872340426,0.911111111,0.888501742,0.879069767,0.832599119,0.85520362
knn,none,0.933797909,0.890243902,0.952173913,0.920168067,0.926829268,0.906504065,0.921487603,0.913934426,0.891986063,0.833333333,0.907079646,0.868644068,0.932055749,0.886178862,0.951965066,0.917894737,0.925087108,0.865853659,0.955156951,0.908315565,0.930313589,0.898373984,0.936440678,0.917012448,0.926829268,0.902439024,0.925,0.913580247,0.932055749,0.886178862,0.951965066,0.917894737,0.867595819,0.869918699,0.829457364,0.849206349
knn,none,0.93554007,0.877272727,0.950738916,0.912529551,0.932055749,0.909090909,0.913242009,0.911161731,0.918118467,0.863636364,0.917874396,0.889929742,0.926829268,0.877272727,0.927884615,0.901869159,0.928571429,0.904545455,0.908675799,0.906605923,0.918118467,0.881818182,0.902325581,0.891954023,0.932055749,0.895454545,0.924882629,0.909930716,0.909407666,0.95,0.836,0.889361702,0.871080139,0.786363636,0.865,0.823809524
knn,none,0.916376307,0.886956522,0.902654867,0.894736842,0.916376307,0.92173913,0.876033058,0.898305085,0.879790941,0.791304348,0.896551724,0.840646651,0.916376307,0.873913043,0.913636364,0.893333333,0.907665505,0.869565217,0.896860987,0.883002208,0.911149826,0.87826087,0.897777778,0.887912088,0.918118467,0.92173913,0.87966805,0.900212314,0.822299652,0.6,0.932432432,0.73015873,0.87630662,0.891304348,0.816733068,0.852390852
knn,none,0.912891986,0.843049327,0.926108374,0.882629108,0.933797909,0.910313901,0.918552036,0.914414414,0.905923345,0.843049327,0.90821256,0.874418605,0.916376307,0.856502242,0.922705314,0.888372093,0.911149826,0.829596413,0.934343434,0.878859857,0.907665505,0.838565022,0.916666667,0.87587822,0.928571429,0.914798206,0.902654867,0.908685969,0.885017422,0.892376682,0.825726141,0.857758621,0.858885017,0.820627803,0.816964286,0.818791946
knn,none,0.911149826,0.871244635,0.90625,0.888402626,0.918118467,0.91416309,0.8875,0.900634249,0.891986063,0.824034335,0.901408451,0.860986547,0.916376307,0.871244635,0.918552036,0.894273128,0.914634146,0.862660944,0.922018349,0.89135255,0.911149826,0.888412017,0.892241379,0.890322581,0.914634146,0.892703863,0.896551724,0.894623656,0.912891986,0.849785408,0.929577465,0.887892377,0.87456446,0.86695279,0.83127572,0.848739496
knn,none,0.921602787,0.857777778,0.936893204,0.895591647,0.932055749,0.897777778,0.926605505,0.911963883,0.904181185,0.822222222,0.925,0.870588235,0.930313589,0.866666667,0.951219512,0.906976744,0.925087108,0.857777778,0.946078431,0.8997669,0.919860627,0.866666667,0.924170616,0.894495413,0.916376307,0.866666667,0.915492958,0.890410959,0.914634146,0.826666667,0.948979592,0.883610451,0.888501742,0.84,0.870967742,0.85520362
knn,none,0.925087108,0.882882883,0.920187793,0.901149425,0.898954704,0.833333333,0.898058252,0.864485981,0.883275261,0.81981982,0.870813397,0.844547564,0.921602787,0.882882883,0.911627907,0.897025172,0.919860627,0.869369369,0.919047619,0.893518519,0.881533101,0.77027027,0.909574468,0.834146341,0.905923345,0.824324324,0.924242424,0.871428571,0.918118467,0.882882883,0.903225806,0.892938497,0.864111498,0.815315315,0.830275229,0.822727273
