Imputation Method,Feature Selection,Logistic acc,Logistic rec,Logistic prec,Logistic f1,Random Forest acc,Random Forest rec,Random Forest prec,Random Forest f1,Knn acc,Knn rec,Knn prec,Knn f1,MLP acc,MLP rec,MLP prec,MLP f1,SVM acc,SVM rec,SVM prec,SVM f1,AdaBoost acc,AdaBoost rec,AdaBoost prec,AdaBoost f1,Gradient Boosting acc,Gradient Boosting rec,Gradient Boosting prec,Gradient Boosting f1,Linear SVM acc,Linear SVM rec,Linear SVM prec,Linear SVM f1,Decision Tree acc,Decision Tree rec,Decision Tree prec,Decision Tree f1
softimpute,SVD,0.911149826,0.831818182,0.92893401,0.877697842,0.895470383,0.809090909,0.908163265,0.855769231,0.888501742,0.781818182,0.914893617,0.843137255,0.912891986,0.836363636,0.929292929,0.880382775,0.912891986,0.840909091,0.925,0.880952381,0.883275261,0.790909091,0.892307692,0.838554217,0.900696864,0.827272727,0.905472637,0.864608076,0.902439024,0.822727273,0.914141414,0.866028708,0.844947735,0.813636364,0.788546256,0.800894855
softimpute,SVD,0.930313589,0.877192982,0.943396226,0.909090909,0.926829268,0.885964912,0.926605505,0.905829596,0.900696864,0.833333333,0.909090909,0.869565217,0.93728223,0.890350877,0.948598131,0.918552036,0.928571429,0.885964912,0.930875576,0.907865169,0.905923345,0.855263158,0.902777778,0.878378378,0.912891986,0.855263158,0.919811321,0.886363636,0.904181185,0.877192982,0.881057269,0.879120879,0.837979094,0.820175439,0.782426778,0.800856531
softimpute,SVD,0.909407666,0.823529412,0.951456311,0.882882883,0.902439024,0.823529412,0.933333333,0.875,0.891986063,0.81512605,0.91509434,0.862222222,0.918118467,0.848739496,0.948356808,0.89578714,0.912891986,0.831932773,0.951923077,0.887892377,0.8728223,0.768907563,0.910447761,0.833712984,0.897212544,0.827731092,0.91627907,0.869757174,0.911149826,0.819327731,0.960591133,0.884353741,0.829268293,0.726890756,0.839805825,0.779279279
softimpute,SVD,0.923344948,0.875,0.924528302,0.899082569,0.907665505,0.852678571,0.90521327,0.87816092,0.911149826,0.825892857,0.939086294,0.878859857,0.930313589,0.919642857,0.903508772,0.911504425,0.926829268,0.924107143,0.892241379,0.907894737,0.909407666,0.870535714,0.894495413,0.882352941,0.897212544,0.825892857,0.902439024,0.862470862,0.918118467,0.950892857,0.855421687,0.900634249,0.827526132,0.71875,0.817258883,0.764845606
softimpute,SVD,0.947735192,0.943925234,0.918181818,0.930875576,0.933797909,0.934579439,0.892857143,0.913242009,0.890243902,0.85046729,0.854460094,0.852459016,0.954703833,0.957943925,0.923423423,0.940366972,0.942508711,0.934579439,0.913242009,0.923787529,0.905923345,0.925233645,0.838983051,0.88,0.93728223,0.948598131,0.890350877,0.918552036,0.944250871,0.939252336,0.913636364,0.926267281,0.867595819,0.836448598,0.813636364,0.824884793
softimpute,SVD,0.914634146,0.848484848,0.933333333,0.888888889,0.898954704,0.818181818,0.92195122,0.866972477,0.886759582,0.796536797,0.910891089,0.849884527,0.912891986,0.844155844,0.933014354,0.886363636,0.918118467,0.835497835,0.955445545,0.891454965,0.860627178,0.753246753,0.883248731,0.813084112,0.898954704,0.818181818,0.92195122,0.866972477,0.904181185,0.805194805,0.948979592,0.871194379,0.843205575,0.744588745,0.84729064,0.792626728
softimpute,SVD,0.911149826,0.876068376,0.9030837,0.889370933,0.893728223,0.846153846,0.887892377,0.866520788,0.886759582,0.829059829,0.885844749,0.856512141,0.897212544,0.829059829,0.910798122,0.868008949,0.916376307,0.858974359,0.930555556,0.893333333,0.8728223,0.777777778,0.896551724,0.832951945,0.893728223,0.854700855,0.881057269,0.867678959,0.907665505,0.854700855,0.913242009,0.883002208,0.81358885,0.666666667,0.843243243,0.744630072
softimpute,SVD,0.914634146,0.818181818,0.93956044,0.874680307,0.918118467,0.889952153,0.885714286,0.887828162,0.898954704,0.80861244,0.903743316,0.853535354,0.912891986,0.818181818,0.93442623,0.87244898,0.914634146,0.818181818,0.93956044,0.874680307,0.900696864,0.822966507,0.895833333,0.857855362,0.930313589,0.885167464,0.92039801,0.902439024,0.921602787,0.837320574,0.940860215,0.886075949,0.850174216,0.846889952,0.766233766,0.804545455
softimpute,SVD,0.914634146,0.826839827,0.955,0.886310905,0.914634146,0.87012987,0.913636364,0.89135255,0.87630662,0.787878788,0.892156863,0.836781609,0.923344948,0.857142857,0.947368421,0.9,0.919860627,0.831168831,0.964824121,0.893023256,0.893728223,0.813852814,0.912621359,0.860411899,0.891986063,0.818181818,0.90430622,0.859090909,0.914634146,0.835497835,0.946078431,0.887356322,0.865853659,0.800865801,0.856481481,0.827740492
softimpute,SVD,0.923344948,0.858447489,0.935323383,0.895238095,0.914634146,0.853881279,0.916666667,0.884160757,0.883275261,0.767123288,0.913043478,0.833746898,0.912891986,0.835616438,0.92893401,0.879807692,0.909407666,0.835616438,0.91959799,0.875598086,0.904181185,0.872146119,0.876146789,0.874141876,0.923344948,0.881278539,0.914691943,0.897674419,0.907665505,0.808219178,0.941489362,0.86977887,0.853658537,0.821917808,0.8,0.810810811
softimpute,SVD,0.928571429,0.903669725,0.907834101,0.905747126,0.898954704,0.871559633,0.863636364,0.867579909,0.900696864,0.839449541,0.892682927,0.865248227,0.925087108,0.903669725,0.899543379,0.901601831,0.926829268,0.908256881,0.9,0.904109589,0.883275261,0.899082569,0.813278008,0.854030501,0.911149826,0.899082569,0.871111111,0.884875847,0.926829268,0.908256881,0.9,0.904109589,0.81010453,0.76146789,0.744394619,0.752834467
softimpute,SVD,0.93554007,0.933673469,0.884057971,0.908188586,0.911149826,0.923469388,0.834101382,0.876513317,0.916376307,0.862244898,0.889473684,0.875647668,0.93728223,0.948979592,0.877358491,0.911764706,0.93554007,0.954081633,0.869767442,0.909975669,0.911149826,0.867346939,0.871794872,0.869565217,0.909407666,0.887755102,0.852941176,0.87,0.93554007,0.954081633,0.869767442,0.909975669,0.885017422,0.882653061,0.800925926,0.839805825
softimpute,SVD,0.93728223,0.924107143,0.915929204,0.92,0.914634146,0.883928571,0.895927602,0.88988764,0.871080139,0.825892857,0.840909091,0.833333333,0.918118467,0.928571429,0.870292887,0.898488121,0.940766551,0.933035714,0.916666667,0.924778761,0.879790941,0.879464286,0.824267782,0.850971922,0.909407666,0.901785714,0.870689655,0.885964912,0.916376307,0.919642857,0.872881356,0.895652174,0.834494774,0.821428571,0.769874477,0.794816415
softimpute,SVD,0.904181185,0.835616438,0.905940594,0.86935867,0.897212544,0.858447489,0.87037037,0.864367816,0.898954704,0.867579909,0.867579909,0.867579909,0.911149826,0.835616438,0.924242424,0.877697842,0.914634146,0.844748858,0.925,0.883054893,0.87630662,0.821917808,0.849056604,0.835266821,0.905923345,0.844748858,0.902439024,0.872641509,0.921602787,0.872146119,0.918269231,0.894613583,0.860627178,0.817351598,0.817351598,0.817351598
softimpute,SVD,0.918118467,0.922374429,0.870689655,0.89578714,0.926829268,0.931506849,0.883116883,0.906666667,0.905923345,0.894977169,0.863436123,0.878923767,0.916376307,0.926940639,0.863829787,0.894273128,0.928571429,0.940639269,0.88034188,0.909492274,0.895470383,0.876712329,0.853333333,0.864864865,0.909407666,0.904109589,0.864628821,0.883928571,0.916376307,0.917808219,0.87012987,0.893333333,0.825783972,0.849315068,0.735177866,0.788135593
softimpute,SVD,0.817073171,0.868181818,0.715355805,0.784394251,0.928571429,0.945454545,0.877637131,0.910284464,0.893728223,0.868181818,0.856502242,0.862302483,0.930313589,0.922727273,0.898230088,0.910313901,0.93728223,0.922727273,0.914414414,0.918552036,0.87804878,0.890909091,0.809917355,0.848484848,0.916376307,0.927272727,0.86440678,0.894736842,0.930313589,0.895454545,0.920560748,0.907834101,0.853658537,0.827272727,0.798245614,0.8125
softimpute,SVD,0.933797909,0.860696517,0.945355191,0.901041667,0.918118467,0.850746269,0.909574468,0.879177378,0.912891986,0.865671642,0.883248731,0.874371859,0.93554007,0.865671642,0.945652174,0.903896104,0.940766551,0.880597015,0.946524064,0.912371134,0.902439024,0.800995025,0.90960452,0.851851852,0.912891986,0.860696517,0.887179487,0.873737374,0.93554007,0.885572139,0.927083333,0.905852417,0.864111498,0.815920398,0.8,0.807881773
softimpute,SVD,0.832752613,0.878923767,0.739622642,0.803278689,0.918118467,0.887892377,0.9,0.893905192,0.912891986,0.847533632,0.92195122,0.88317757,0.932055749,0.883408072,0.938095238,0.909930716,0.944250871,0.923766816,0.932126697,0.927927928,0.898954704,0.798206278,0.931937173,0.859903382,0.918118467,0.878923767,0.907407407,0.892938497,0.93554007,0.905829596,0.926605505,0.916099773,0.754355401,0.856502242,0.636666667,0.73040153
softimpute,SVD,0.909407666,0.844537815,0.930555556,0.885462555,0.923344948,0.861344538,0.949074074,0.9030837,0.895470383,0.794117647,0.945,0.863013699,0.93554007,0.894957983,0.946666667,0.920086393,0.928571429,0.886554622,0.937777778,0.911447084,0.912891986,0.882352941,0.905172414,0.893617021,0.918118467,0.852941176,0.944186047,0.896247241,0.926829268,0.894957983,0.926086957,0.91025641,0.869337979,0.844537815,0.841004184,0.842767296
softimpute,SVD,0.841463415,0.890909091,0.745247148,0.811594203,0.930313589,0.936363636,0.887931034,0.911504425,0.919860627,0.859090909,0.926470588,0.891509434,0.942508711,0.940909091,0.911894273,0.926174497,0.944250871,0.931818182,0.923423423,0.92760181,0.909407666,0.890909091,0.875,0.882882883,0.93554007,0.922727273,0.910313901,0.916478555,0.945993031,0.959090909,0.905579399,0.931567329,0.865853659,0.872727273,0.796680498,0.8329718
softimpute,SVD,0.921602787,0.862068966,0.938967136,0.898876404,0.914634146,0.857758621,0.925581395,0.890380313,0.898954704,0.814655172,0.926470588,0.866972477,0.925087108,0.870689655,0.939534884,0.903803132,0.921602787,0.879310345,0.923076923,0.900662252,0.900696864,0.870689655,0.88209607,0.876355748,0.905923345,0.853448276,0.908256881,0.88,0.923344948,0.870689655,0.935185185,0.901785714,0.837979094,0.810344828,0.793248945,0.801705757
softimpute,SVD,0.932055749,0.975609756,0.854700855,0.911161731,0.932055749,0.96097561,0.864035088,0.909930716,0.911149826,0.892682927,0.863207547,0.877697842,0.888501742,0.985365854,0.768060837,0.863247863,0.93554007,0.980487805,0.858974359,0.91571754,0.87456446,0.892682927,0.785407725,0.835616438,0.923344948,0.951219512,0.851528384,0.898617512,0.87630662,0.975609756,0.751879699,0.8492569,0.865853659,0.897560976,0.766666667,0.826966292
softimpute,SVD,0.932055749,0.895238095,0.917073171,0.906024096,0.918118467,0.895238095,0.882629108,0.888888889,0.909407666,0.857142857,0.891089109,0.873786408,0.93728223,0.89047619,0.935,0.912195122,0.93554007,0.9,0.92195122,0.910843373,0.921602787,0.895238095,0.890995261,0.893111639,0.914634146,0.933333333,0.848484848,0.888888889,0.932055749,0.904761905,0.909090909,0.906921241,0.862369338,0.823809524,0.804651163,0.814117647
softimpute,SVD,0.81184669,0.855072464,0.694117647,0.766233766,0.918118467,0.879227053,0.892156863,0.885644769,0.905923345,0.835748792,0.896373057,0.865,0.933797909,0.903381643,0.912195122,0.90776699,0.933797909,0.913043478,0.90430622,0.908653846,0.897212544,0.869565217,0.849056604,0.859188544,0.912891986,0.869565217,0.886699507,0.87804878,0.923344948,0.874396135,0.909547739,0.891625616,0.773519164,0.777777778,0.657142857,0.712389381
softimpute,SVD,0.928571429,0.861607143,0.950738916,0.903981265,0.898954704,0.888392857,0.857758621,0.872807018,0.885017422,0.834821429,0.865740741,0.85,0.930313589,0.883928571,0.933962264,0.908256881,0.930313589,0.888392857,0.929906542,0.908675799,0.867595819,0.821428571,0.836363636,0.828828829,0.921602787,0.90625,0.894273128,0.900221729,0.919860627,0.852678571,0.93627451,0.892523364,0.817073171,0.758928571,0.769230769,0.764044944
softimpute,SVD,0.848432056,0.866972477,0.765182186,0.812903226,0.926829268,0.922018349,0.889380531,0.905405405,0.925087108,0.894495413,0.906976744,0.900692841,0.930313589,0.917431193,0.900900901,0.909090909,0.933797909,0.917431193,0.909090909,0.913242009,0.895470383,0.839449541,0.879807692,0.85915493,0.925087108,0.908256881,0.895927602,0.902050114,0.93728223,0.97706422,0.87295082,0.922077922,0.824041812,0.724770642,0.793969849,0.757793765
softimpute,SVD,0.928571429,0.907216495,0.884422111,0.8956743,0.912891986,0.917525773,0.839622642,0.876847291,0.904181185,0.902061856,0.829383886,0.864197531,0.923344948,0.912371134,0.867647059,0.889447236,0.930313589,0.891752577,0.901041667,0.896373057,0.881533101,0.922680412,0.771551724,0.840375587,0.900696864,0.902061856,0.821596244,0.85995086,0.933797909,0.912371134,0.893939394,0.903061224,0.844947735,0.819587629,0.746478873,0.781326781
softimpute,SVD,0.921602787,0.849372385,0.95754717,0.900221729,0.912891986,0.874476987,0.912663755,0.893162393,0.909407666,0.857740586,0.919282511,0.887445887,0.93554007,0.874476987,0.967592593,0.918681319,0.911149826,0.811715481,0.97,0.883826879,0.897212544,0.820083682,0.924528302,0.869179601,0.925087108,0.861924686,0.953703704,0.905494505,0.914634146,0.853556485,0.935779817,0.892778993,0.818815331,0.790794979,0.777777778,0.784232365
softimpute,SVD,0.930313589,0.887254902,0.914141414,0.900497512,0.921602787,0.882352941,0.895522388,0.888888889,0.921602787,0.906862745,0.876777251,0.891566265,0.926829268,0.926470588,0.875,0.9,0.928571429,0.93627451,0.872146119,0.903073286,0.905923345,0.921568627,0.831858407,0.874418605,0.916376307,0.897058824,0.871428571,0.884057971,0.930313589,0.916666667,0.89047619,0.903381643,0.834494774,0.867647059,0.72244898,0.788418708
softimpute,SVD,0.928571429,0.864864865,0.945812808,0.903529412,0.914634146,0.878378378,0.898617512,0.888382688,0.902439024,0.833333333,0.906862745,0.868544601,0.930313589,0.873873874,0.941747573,0.906542056,0.932055749,0.869369369,0.950738916,0.908235294,0.907665505,0.878378378,0.882352941,0.880361174,0.930313589,0.891891892,0.925233645,0.908256881,0.923344948,0.878378378,0.919811321,0.898617512,0.879790941,0.842342342,0.846153846,0.844243792
